actor,script,start_time,end_time,duration
명희,잘하지도 못하는 깨춤 추지 말고,00:07:45,00:07:45,00:07:45
명희,우리 자리 보존,00:07:49,00:07:49,00:07:49
명희,이 목숨 보존 잘하자,00:07:52,00:07:52,00:07:52
명희,"좀 추레하다, 응?",00:07:57,00:07:57,00:07:57
명희,"쯧, 에이그",00:08:00,00:08:00,00:08:00
명희,"지금 뭐, 존댓말했다가 반말했다가 막",00:08:02,00:08:02,00:08:02
명희,이랬다가 저랬다가 왔다 갔다 막 그냥… [휴대전화 진동음],00:08:04,00:08:04,00:08:04
명희,"예, 남동부지검장입니다",00:08:07,00:08:07,00:08:07
명희,안 사요,00:08:11,00:08:11,00:08:11
차영과 주성,짠,00:08:12,00:08:12,00:08:12
설명,[빈센조와 차영의 개운한 신음],00:08:19,00:08:19,00:08:19
차영과 주성,아이고,00:08:21,00:08:21,00:08:21
차영과 주성,잘못됐으면 지금 우리 변호사님,00:08:22,00:08:22,00:08:22
차영과 주성,비행기 타고 있을 거 아니에요,00:08:24,00:08:24,00:08:24
설명,[빈센조가 살짝 웃는다],00:08:26,00:08:26,00:08:26
차영과 주성,"어휴, 상상만 해도 아찔합니다",00:08:27,00:08:27,00:08:27
주성,오늘 정말 생이별을 할 뻔하지 않았습니까,00:08:30,00:08:30,00:08:30
설명,[살짝 웃는다],00:08:33,00:08:33,00:08:33
설명,[흥미로운 음악],00:08:34,00:08:34,00:08:34
한서,지금 급하게 의논할 게 있어요,00:08:38,00:08:38,00:08:38
한서,한승혁이 인터폴을 끌어들였어요,00:08:40,00:08:40,00:08:40
한서,당신 이탈리아로 잡아가려고요,00:08:42,00:08:42,00:08:42
한서,조금 있다 인천에 도착한대요,00:08:44,00:08:44,00:08:44
설명,[하키 장비를 찍 뜯는다],00:08:46,00:08:46,00:08:46
설명,[한숨],00:08:51,00:08:51,00:08:51
한서,"왜, 겁나?",00:08:57,00:08:57,00:08:57
한서,"아이, 당연하죠",00:08:59,00:08:59,00:08:59
한서,총 든 사람이 한둘이 아닐 텐데,00:09:01,00:09:01,00:09:01
한서,누구든 나한테 가까이 오기만 하면 돼,00:09:05,00:09:05,00:09:05
한서,그 뒤엔 내가 알아서 할게,00:09:08,00:09:08,00:09:08
설명,[기계 작동음],00:09:12,00:09:12,00:09:12
주성,다 됐습니다,00:09:13,00:09:13,00:09:13
주성,좋네요,00:09:14,00:09:14,00:09:14
주성,예,00:09:14,00:09:14,00:09:14
설명,[어두운 음악],00:09:26,00:09:26,00:09:26
인터폴 경찰,[이탈리아어] 그러니까,00:09:29,00:09:29,00:09:29
인터폴 경찰,파올로가 누명을 씌운 거란 말입니까?,00:09:31,00:09:31,00:09:31
인터폴 경찰,예,00:09:34,00:09:34,00:09:34
인터폴 경찰,그걸 어떻게 우리가 확신할 수 있습니까?,00:09:35,00:09:35,00:09:35
인터폴 경찰,내가 도망가는 게 우선이었으면,00:09:37,00:09:37,00:09:37
인터폴 경찰,당신들을 다 죽였겠죠,00:09:41,00:09:41,00:09:41
인터폴 경찰,나를 두고 돌아가요,00:09:47,00:09:47,00:09:47
인터폴 경찰,대신 선물을 줄게요,00:09:50,00:09:50,00:09:50
설명,[호루라기가 삑 울린다],00:09:53,00:09:53,00:09:53
설명,[다가오는 발걸음],00:09:55,00:09:55,00:09:55
설명,[한숨],00:10:22,00:10:22,00:10:22
설명,[의미심장한 음악],00:10:24,00:10:24,00:10:24
빈센조,파올로가 의원들과 장관들에게 준,00:10:25,00:10:25,00:10:25
빈센조,뇌물 목록과 녹취록!,00:10:28,00:10:28,00:10:28
빈센조,[한국어] 그리고 또 하나,00:10:34,00:10:34,00:10:34
빈센조,내일 당장 몰타로 가서,00:10:43,00:10:43,00:10:43
빈센조,제이슨 펀드라는 페이퍼 컴퍼니를 찾으세요,00:10:45,00:10:45,00:10:45
빈센조,그리고 그 회계 기록과 연계 수사 하시고요,00:10:48,00:10:48,00:10:48
빈센조,당신들 모두 1계급 특진할 겁니다,00:10:50,00:10:50,00:10:50
빈센조,무거워?,00:11:07,00:11:07,00:11:07
한서,"아니, 아니요, 아니요",00:11:08,00:11:08,00:11:08
빈센조,"내가 들게, 괜찮아",00:11:09,00:11:09,00:11:09
한서,"아니요, 괜찮아요, 아니",00:11:09,00:11:09,00:11:09
빈센조,아니…,00:11:11,00:11:11,00:11:11
한서,저도 괜찮은데요?,00:11:11,00:11:11,00:11:11
빈센조와 한서,,00:11:13,00:11:13,00:11:13
빈센조와 한서,"너 힘든데, 뭐, 내가 들게",00:11:13,00:11:13,00:11:13
빈센조와 한서,"아, 아니, 안 힘든데요, 안 힘든데요",00:11:13,00:11:13,00:11:13
빈센조,"아니, 회장 시켜 준다는데 왜 날 배신 안 했어?",00:11:17,00:11:17,00:11:17
한서,"아이, 회장 돼 봤자 온전히 하는 거예요, 그게?",00:11:20,00:11:20,00:11:20
한서,그냥 마리오네트지,00:11:22,00:11:22,00:11:22
한서,그래서 그냥 안 한다고 했어요,00:11:25,00:11:25,00:11:25
빈센조,"수고했어, 어서 가",00:11:28,00:11:28,00:11:28
한서,"어, 잠시만, 잠시만, 저",00:11:29,00:11:29,00:11:29
한서,그냥 가면 너무 티 나니까,00:11:32,00:11:32,00:11:32
한서,"여기, 여기, 여기 살 많은 데다가",00:11:35,00:11:35,00:11:35
한서,총 한 방만 스쳐 가게 살살 쏴 줘요,00:11:37,00:11:37,00:11:37
빈센조,여기 팔에?,00:11:39,00:11:39,00:11:39
빈센조,예,00:11:39,00:11:39,00:11:39
설명,[헛웃음],00:11:41,00:11:41,00:11:41
설명,[흥미로운 음악],00:11:43,00:11:43,00:11:43
빈센조,"뭐 하냐, 총",00:11:46,00:11:46,00:11:46
한서,"아, 총 여기 있지, 아",00:11:47,00:11:47,00:11:47
설명,[한서가 가방을 부스럭거린다],00:11:49,00:11:49,00:11:49
설명,[숨을 후 내뱉는다],00:11:50,00:11:50,00:11:50
빈센조,소음기,00:11:52,00:11:52,00:11:52
한서,소음기?,00:11:52,00:11:52,00:11:52
빈센조,빨리빨리,00:11:55,00:11:55,00:11:55
한서,빨리빨리,00:11:55,00:11:55,00:11:55
설명,[한서의 긴장한 숨소리],00:11:58,00:11:58,00:11:58
설명,[숨을 들이켠다],00:12:01,00:12:01,00:12:01
한서,근데 이거,00:12:02,00:12:02,00:12:02
한서,"생각보다 많이 아프다, 기절할 정도로",00:12:04,00:12:04,00:12:04
한서,"에이, 괜찮아요, 권총",00:12:06,00:12:06,00:12:06
한서,참을 수 있어요,00:12:08,00:12:08,00:12:08
설명,[총을 철컥 장전한다] [한서의 놀란 신음],00:12:10,00:12:10,00:12:10
빈센조,안 쐈어,00:12:13,00:12:13,00:12:13
빈센조,셋에 쏜다,00:12:15,00:12:15,00:12:15
빈센조,셋,00:12:16,00:12:16,00:12:16
빈센조,"하나, 둘",00:12:18,00:12:18,00:12:18
한서,"하나, 둘",00:12:18,00:12:18,00:12:18
설명,[총성] [한서의 비명],00:12:19,00:12:19,00:12:19
설명,[힘겨운 신음],00:12:22,00:12:22,00:12:22
설명,[빈센조의 의아한 신음],00:12:23,00:12:23,00:12:23
한서,"[힘겨운 목소리로] 어유, 생각보다…",00:12:24,00:12:24,00:12:24
한서,"괜찮, 괜찮은데요, 할머니",00:12:26,00:12:26,00:12:26
한서,"할머니, 할머니, 왜 왔어요?",00:12:27,00:12:27,00:12:27
설명,[한서가 쿵 쓰러진다] [흥미로운 음악],00:12:29,00:12:29,00:12:29
설명,[쿨럭거린다],00:12:42,00:12:42,00:12:42
설명,[살짝 웃는다],00:12:45,00:12:45,00:12:45
설명,[웃음],00:12:49,00:12:49,00:12:49
설명,[아파하는 신음],00:12:52,00:12:52,00:12:52
설명,[웃음],00:12:57,00:12:57,00:12:57
설명,[개운한 신음],00:13:08,00:13:08,00:13:08
석도,"헤이, 빈",00:13:17,00:13:17,00:13:17
빈센조,응,00:13:19,00:13:19,00:13:19
설명,[석도의 탄성],00:13:20,00:13:20,00:13:20
빈센조,아침 햇살이 좋네,00:13:20,00:13:20,00:13:20
빈센조,얘기 좀 할까?,00:13:23,00:13:23,00:13:23
빈센조,햇살 좋은 날 맞고 싶냐?,00:13:23,00:13:23,00:13:23
빈센조,"아이, 나 진짜",00:13:25,00:13:25,00:13:25
빈센조,아이씨,00:13:29,00:13:29,00:13:29
빈센조,참…,00:13:31,00:13:31,00:13:31
석도,"뭐, 재스민? 커피? 둥굴레? 뭐?",00:13:39,00:13:39,00:13:39
석도,됐어,00:13:42,00:13:42,00:13:42
석도,뭐 할 말 있어?,00:13:44,00:13:44,00:13:44
설명,[석도의 한숨],00:13:46,00:13:46,00:13:46
석도,딴게 아니라,00:13:54,00:13:54,00:13:54
석도,부산에 신형 열기구가 하나 들어왔어,00:13:57,00:13:57,00:13:57
석도,완전 신상,00:14:00,00:14:00,00:14:00
석도,성능도 아주 좋고 거리도 무지하게 멀리 날아가,00:14:01,00:14:01,00:14:01
석도,근데 왜 그 얘기를 나한테 하는 건데?,00:14:04,00:14:04,00:14:04
석도,쯧,00:14:07,00:14:07,00:14:07
설명,[흥미로운 음악],00:14:12,00:14:12,00:14:12
석도,"아, 이게",00:14:13,00:14:13,00:14:13
석도,"뭐, 험한 일을 계속하다 보면",00:14:14,00:14:14,00:14:14
석도,갑자기 떠야 할 상황이 생기거든,00:14:17,00:14:17,00:14:17
석도,그때 가서 언제 비행기 티켓 끊고 그래,00:14:19,00:14:19,00:14:19
석도,출국 정지 때려 버리면 나가지도 못하는데,00:14:21,00:14:21,00:14:21
빈센조,그래서,00:14:32,00:14:32,00:14:32
빈센조,이걸 타고 도망가라고?,00:14:34,00:14:34,00:14:34
빈센조,벌써 47명이나 안전하게 이 나라 떴어,00:14:35,00:14:35,00:14:35
석도,물론 아쉽게도 2명은 별이 되었지만,00:14:39,00:14:39,00:14:39
석도,"뭐, 확률상 믿어도 돼",00:14:44,00:14:44,00:14:44
석도,근데 너,00:14:48,00:14:48,00:14:48
석도,나한테 그렇게 당했는데도 왜 날 돕는 거냐?,00:14:49,00:14:49,00:14:49
석도,"아, 이게",00:14:54,00:14:54,00:14:54
석도,"씁, 그…",00:14:56,00:14:56,00:14:56
석도,로망이라고나 할까?,00:14:58,00:14:58,00:14:58
설명,[쓸쓸한 음악],00:15:04,00:15:04,00:15:04
설명,[석도의 한숨],00:15:06,00:15:06,00:15:06
석도,'대부'의 마이클 코를레오네 같은 삶을 꿈꾸던 한 남자가 있었어,00:15:09,00:15:09,00:15:09
석도,근데 진짜 코를레오네를 만난 거야,00:15:14,00:15:14,00:15:14
석도,빵!,00:15:16,00:15:16,00:15:16
석도,"바로 리스펙트지, 뭐",00:15:18,00:15:18,00:15:18
설명,[옅은 신음],00:15:22,00:15:22,00:15:22
석도,"쯧, 씁",00:15:25,00:15:25,00:15:25
석도,"뭐, 일단은 갖고 있을게",00:15:27,00:15:27,00:15:27
설명,[한숨],00:15:30,00:15:30,00:15:30
석도,"헤이, 빈",00:15:35,00:15:35,00:15:35
석도,어,00:15:37,00:15:37,00:15:37
석도,형,00:15:38,00:15:38,00:15:38
석도,이라고 한 번만 불러 주면 안 될까?,00:15:40,00:15:40,00:15:40
석도,형,00:15:46,00:15:46,00:15:46
설명,[반가운 숨소리],00:15:47,00:15:47,00:15:47
석도,같은 소리 하고 있네 [익살스러운 음악],00:15:49,00:15:49,00:15:49
석도,"맞으려고, 쯧",00:15:50,00:15:50,00:15:50
석도,"그래, 뭐",00:15:54,00:15:54,00:15:54
설명,[멋쩍은 웃음],00:15:56,00:15:56,00:15:56
석도,"아유, 닭살 올라온다, 온몸으로",00:15:57,00:15:57,00:15:57
석도,"아, 갑자기, 씨, 씁",00:16:00,00:16:00,00:16:00
차영,[흥미진진한 음악] 1번,00:16:03,00:16:03,00:16:03
차영,장한석 체스판 말들 없애 버리는 걸 완결해야 돼요,00:16:05,00:16:05,00:16:05
주성,상천구 쪽 말들은 다 없애 버렸으니까,00:16:08,00:16:08,00:16:08
주성,이제 큰 말들만 남은 것 같습니다,00:16:11,00:16:11,00:16:11
주성,"씁, 그럼 큰 말들은 오늘 당장 처리하죠, 뭐",00:16:13,00:16:13,00:16:13
차영,오늘 우리 큰 말들 마음고생 심하게 하시겠네,00:16:16,00:16:16,00:16:16
빈센조,"사무장님, 바벨타워 소송 진행은요?",00:16:19,00:16:19,00:16:19
빈센조,준비 완료됐습니다,00:16:22,00:16:22,00:16:22
빈센조,"아, 법원에 갖고 가시기만 하면 됩니다",00:16:23,00:16:23,00:16:23
설명,[살짝 웃는다],00:16:27,00:16:27,00:16:27
설명,[휴대전화 진동음],00:16:39,00:16:39,00:16:39
설명,[영상 소리가 흘러나온다],00:16:48,00:16:48,00:16:48
설명,[흥미진진한 음악],00:16:50,00:16:50,00:16:50
설명,[휴대전화 진동음],00:16:55,00:16:55,00:16:55
준우,3시까지 글로리 청음 카페로,00:16:56,00:16:56,00:16:56
준우,오지 않으면 책임 묻겠음,00:16:58,00:16:58,00:16:58
준우,장한석 회장,00:17:01,00:17:01,00:17:01
설명,[한숨],00:17:02,00:17:02,00:17:02
설명,[한숨],00:17:05,00:17:05,00:17:05
설명,[우아한 음악이 흘러나온다],00:17:06,00:17:06,00:17:06
설명,[태 국장의 한숨],00:17:10,00:17:10,00:17:10
태 국장,"아이, 뭐, 이런 데서 모이라고 그러는 거예요, 지금?",00:17:20,00:17:20,00:17:20
태 국장,그러게 말입니다,00:17:23,00:17:23,00:17:23
태 국장,"아, 이렇게 오픈된 공간에서 뭐 하자는 거예요, 지금",00:17:25,00:17:25,00:17:25
천 국장,문자 받고 얼마나 놀랐는지 모릅니다,00:17:28,00:17:28,00:17:28
태 국장,싸가지 없이 그딴 식으로 메시지를 보내고 말이야,00:17:30,00:17:30,00:17:30
태 국장,쯧 [스피커가 삐 울린다],00:17:33,00:17:33,00:17:33
녹음 속 황 지검장,"아, 바벨타워 진짜 가긴 가는 겁니까?",00:17:34,00:17:34,00:17:34
설명,[태 국장의 당황한 신음],00:17:36,00:17:36,00:17:36
녹음 속 황 지검장,"[흥미진진한 음악] 내 듣기로는 뭐, 재조사 들어간다면서요?",00:17:37,00:17:37,00:17:37
녹음 속 태 국장,제 경험상…,00:17:39,00:17:39,00:17:39
태 국장,"아니, 이 소리가 왜 여기서 나오는 거야, 이거, 어?",00:17:41,00:17:41,00:17:41
황 지검장,"아이, 뭐, 뭣들 하십니까 저거 빨리 꺼야죠",00:17:43,00:17:43,00:17:43
황 지검장,"저거 빨리, 빨리빨리 꺼!",00:17:45,00:17:45,00:17:45
천 국장,"여기 사장 누구야, 사장!",00:17:45,00:17:45,00:17:45
설명,[미리의 다급한 숨소리],00:17:47,00:17:47,00:17:47
미리,무슨 일이시죠?,00:17:49,00:17:49,00:17:49
태 국장과 황 지검장,,00:17:50,00:17:50,00:17:50
태 국장과 황 지검장,"저 소리, 이 소리 좀 꺼요, 좀",00:17:50,00:17:50,00:17:50
태 국장과 황 지검장,"빨리 꺼, 빨리, 빨리 꺼",00:17:50,00:17:50,00:17:50
미리,"아, 네, 알겠습니다",00:17:53,00:17:53,00:17:53
녹음 속 한서,이거 그냥 사소한 서류 착오 문제입니다,00:17:54,00:17:54,00:17:54
녹음 속 한서,[볼륨이 커진다] 큰일 아니에요,00:17:55,00:17:55,00:17:55
황 지검장,"야, 야, 야, 야, 더 커졌잖아!",00:17:57,00:17:57,00:17:57
황 지검장,"코드 어디 있어, 코드 [녹음 속 명희가 말한다]",00:17:58,00:17:58,00:17:58
황 지검장,"코드, 코드, 코드",00:18:00,00:18:00,00:18:00
녹음 속 명희,걱정하지 마십시오,00:18:01,00:18:01,00:18:01
황 지검장,"아나, 아이, 나",00:18:03,00:18:03,00:18:03
설명,[황 지검장의 한숨],00:18:06,00:18:06,00:18:06
황 지검장,아이고,00:18:07,00:18:07,00:18:07
미리,죄송합니다,00:18:09,00:18:09,00:18:09
미리,죄송합니다,00:18:10,00:18:10,00:18:10
설명,[천 국장의 헛기침],00:18:12,00:18:12,00:18:12
황 지검장,장 회장,00:18:21,00:18:21,00:18:21
황 지검장,"아이, 정말 이런 식으로 할 거예요?",00:18:22,00:18:22,00:18:22
준우,나도 잘 모르는 일입니다,00:18:23,00:18:23,00:18:23
준우,아!,00:18:25,00:18:25,00:18:25
준우,다른 곳도 아니고,00:18:27,00:18:27,00:18:27
준우,장 회장 집에서 녹취가 된 거라고 집에서!,00:18:29,00:18:29,00:18:29
준우,"[흥미진진한 음악] 하, 그렇다면 도청일 가능성도…",00:18:31,00:18:31,00:18:31
황 지검장,지금 서 부장 죽었을 때하고 상황이 완전히 달라,00:18:33,00:18:33,00:18:33
황 지검장,나 혼자가 아니라고,00:18:37,00:18:37,00:18:37
황 지검장,"자꾸 이런 식으로 나오면은 나 진짜 가만히 안 있어, 알았어?",00:18:38,00:18:38,00:18:38
황 지검장,지검장님 [통화 종료음],00:18:41,00:18:41,00:18:41
황 지검장,지검장님,00:18:43,00:18:43,00:18:43
황 지검장,아씨,00:18:48,00:18:48,00:18:48
황 지검장,"돌아 버리겠네, 진짜",00:18:50,00:18:50,00:18:50
설명,[카메라 셔터음이 연신 울린다],00:18:52,00:18:52,00:18:52
차영,이번에야말로 바벨타워와 관련된 모든 부정을,00:18:58,00:18:58,00:18:58
차영,뿌리 뽑을 예정입니다,00:19:03,00:19:03,00:19:03
차영,아마도 충격적인 진실을 목도하시게 될 겁니다,00:19:05,00:19:05,00:19:05
기자1,옆에 계신 분도 한 말씀만 부탁드리겠습니다,00:19:08,00:19:08,00:19:08
기자1,성경에도 바벨타워는 인간의 욕망 때문에 무너지게 됩니다,00:19:12,00:19:12,00:19:12
빈센조,이번 법정에서,00:19:15,00:19:15,00:19:15
빈센조,성경에 나온 그대로가 재현될 겁니다,00:19:17,00:19:17,00:19:17
빈센조,바벨은 올라가기도 전에 무너질 겁니다,00:19:19,00:19:19,00:19:19
기자2,각오 한마디 말씀해 주시죠,00:19:22,00:19:22,00:19:22
설명,[차영의 한숨],00:19:25,00:19:25,00:19:25
기자2,바벨에게 할 저희 마지막 말은,00:19:28,00:19:28,00:19:28
기자2,이게 될 겁니다,00:19:31,00:19:31,00:19:31
기자2,멀리 안 나간다,00:19:34,00:19:34,00:19:34
기자2,카메라 줌,00:19:38,00:19:38,00:19:38
설명,[강조되는 효과음],00:19:39,00:19:39,00:19:39
기자2,[이탈리아어] 잘 가라!,00:19:42,00:19:42,00:19:42
설명,[분위기가 고조되는 음악],00:19:44,00:19:44,00:19:44
기자3,[한국어] 한 말씀만 더 부탁드리겠습니다,00:19:48,00:19:48,00:19:48
설명,[기자들이 소란스럽다],00:19:50,00:19:50,00:19:50
희수,아유,00:19:56,00:19:56,00:19:56
설명,[희수의 웃음],00:19:57,00:19:57,00:19:57
희수,"저, 과일 좀 드세요",00:20:00,00:20:00,00:20:00
적하,"아이고, 죄송합니다",00:20:02,00:20:02,00:20:02
적하,탁발을 나가는 길이라 [채신이 살짝 웃는다],00:20:03,00:20:03,00:20:03
적하,아…,00:20:05,00:20:05,00:20:05
적하,요새 탁발 자주 나가시네,00:20:07,00:20:07,00:20:07
설명,[희수의 웃음],00:20:09,00:20:09,00:20:09
적하,며칠 전부터 매일 나가시는 것 같던데,00:20:10,00:20:10,00:20:10
적하,절 살림 많이 어려우세요?,00:20:14,00:20:14,00:20:14
채신,"아이고, 아닙니다",00:20:16,00:20:16,00:20:16
적하,과일은 안에 놔둬 주시면 잘 먹겠습니다,00:20:18,00:20:18,00:20:18
적하,예,00:20:21,00:20:21,00:20:21
적하,그럼 이만,00:20:21,00:20:21,00:20:21
설명,[희수의 웃음],00:20:24,00:20:24,00:20:24
희수,다녀오세요,00:20:26,00:20:26,00:20:26
설명,[잔잔한 음악],00:20:28,00:20:28,00:20:28
설명,[한숨],00:20:31,00:20:31,00:20:31
희수,신도가 와야 살림이 피지,00:20:33,00:20:33,00:20:33
