actor,script,start_time,end_time,duration
설명,[준우의 고통스러운 신음],00:05:53,00:05:53,00:05:53
설명,[명희의 놀란 숨소리],00:05:56,00:05:56,00:05:56
명희,회장님!,00:05:57,00:05:57,00:05:57
명희,"회장님, 회장님, 회장님 [준우의 고통스러운 신음]",00:05:59,00:05:59,00:05:59
승혁,"어, 회장님!",00:06:01,00:06:01,00:06:01
한서,"형님, 형님!",00:06:01,00:06:01,00:06:01
설명,[승혁이 중얼거린다],00:06:04,00:06:04,00:06:04
승혁과 명희,"119, 119! [준우의 힘겨운 신음]",00:06:05,00:06:05,00:06:05
설명,[차분한 음악],00:06:57,00:06:57,00:06:57
직원,이제 모시고 가겠습니다,00:07:41,00:07:41,00:07:41
직원,잠시만요,00:07:53,00:07:53,00:07:53
설명,[떨리는 숨소리],00:08:33,00:08:33,00:08:33
설명,[흐느낀다],00:08:36,00:08:36,00:08:36
설명,[울먹인다],00:08:48,00:08:48,00:08:48
직원,엄마,00:08:50,00:08:50,00:08:50
설명,[흐느낀다] [차분한 음악],00:08:52,00:08:52,00:08:52
직원,엄마,00:08:59,00:08:59,00:08:59
설명,[빈센조가 흐느낀다],00:09:01,00:09:01,00:09:01
설명,[흐느낀다],00:09:09,00:09:09,00:09:09
설명,[빈센조가 흐느낀다],00:09:14,00:09:14,00:09:14
빈센조,엄마,00:09:25,00:09:25,00:09:25
설명,[빈센조가 흐느낀다],00:09:30,00:09:30,00:09:30
설명,[빈센조의 울음],00:09:33,00:09:33,00:09:33
빈센조,엄마,00:09:37,00:09:37,00:09:37
설명,[스님들이 염불을 왼다] [목탁 소리가 울린다],00:09:44,00:09:44,00:09:44
빈센조,30년 만에 만난 아들이,00:11:28,00:11:28,00:11:28
빈센조,어머니에게 준 건 죽음뿐이었어요,00:11:32,00:11:32,00:11:32
빈센조,나랑 만나지 않았다면,00:11:40,00:11:40,00:11:40
빈센조,더 오래 사셨을 텐데,00:11:44,00:11:44,00:11:44
빈센조,결국 난 지옥에 살게 됐어요,00:11:52,00:11:52,00:11:52
빈센조,후회라는 지옥에서요,00:11:57,00:11:57,00:11:57
빈센조,아니요,00:12:01,00:12:01,00:12:01
차영,잠시였지만,00:12:04,00:12:04,00:12:04
차영,변호사님은 어머니에게,00:12:07,00:12:07,00:12:07
차영,영원한 천국을 줬어요,00:12:09,00:12:09,00:12:09
차영,어머니도 변호사님에게 천국을 줬고요,00:12:14,00:12:14,00:12:14
차영,괴로움이 걷히면 느끼게 될 거예요,00:12:20,00:12:20,00:12:20
차영,근데 제일 지옥 같은 건,00:12:25,00:12:25,00:12:25
차영,벌써 보고 싶은 거예요,00:12:30,00:12:30,00:12:30
차영,어머니가,00:12:34,00:12:34,00:12:34
설명,[차분한 음악],00:12:36,00:12:36,00:12:36
설명,[한숨],00:12:47,00:12:47,00:12:47
설명,[빈센조가 흐느낀다],00:12:51,00:12:51,00:12:51
설명,[빈센조가 흐느낀다],00:13:24,00:13:24,00:13:24
경자,변호사님,00:13:33,00:13:33,00:13:33
경자,제가 죽거든 이 목도리를,00:13:36,00:13:36,00:13:36
경자,우리 주형이에게 대신 전해 주시길 부탁드립니다,00:13:40,00:13:40,00:13:40
경자,못난 어미가 마지막까지 남겨 줄 게,00:13:46,00:13:46,00:13:46
경자,이런 작은 목도리밖에 없어서,00:13:51,00:13:51,00:13:51
경자,참 민망스럽네요,00:13:54,00:13:54,00:13:54
경자,그리고,00:13:57,00:13:57,00:13:57
경자,이 말도 꼭 전해 주세요,00:14:00,00:14:00,00:14:00
경자,주형이 너는,00:14:04,00:14:04,00:14:04
경자,누군가에게 축복이었고 행복이었고,00:14:07,00:14:07,00:14:07
경자,살아가게 하는 유일한 희망이었다고,00:14:13,00:14:13,00:14:13
경자,배 속에서 태동을 느낀 그 순간부터 지금까지,00:14:19,00:14:19,00:14:19
경자,단 한 순간도,00:14:25,00:14:25,00:14:25
경자,너를 사랑하지 않은 적이 없다고,00:14:29,00:14:29,00:14:29
경자,끝까지 곁에서 사랑해 주지 못해서,00:14:34,00:14:34,00:14:34
경자,너무 미안했다고,00:14:41,00:14:41,00:14:41
경자,우리 아가,00:14:46,00:14:46,00:14:46
경자,우리 주형이,00:14:48,00:14:48,00:14:48
경자,정말 너무 많이 사랑한다고,00:14:51,00:14:51,00:14:51
경자,내 아들로 와 줘서 고맙고,00:14:58,00:14:58,00:14:58
경자,미안하다고요,00:15:02,00:15:02,00:15:02
설명,[흐느낀다],00:15:04,00:15:04,00:15:04
경자,주형이 잘 부탁드립니다,00:15:06,00:15:06,00:15:06
경자,감사합니다,00:15:10,00:15:10,00:15:10
설명,[빈센조가 계속 흐느낀다],00:15:12,00:15:12,00:15:12
설명,[준우의 아파하는 신음],00:15:25,00:15:25,00:15:25
설명,[핀셋이 잘그랑 떨어진다],00:15:26,00:15:26,00:15:26
경자,당장 가서 주치의 불러와,00:15:30,00:15:30,00:15:30
준우,당장!,00:15:33,00:15:33,00:15:33
설명,[간호사의 다급한 숨소리],00:15:36,00:15:36,00:15:36
준우,빨리 나 퇴원시켜,00:15:45,00:15:45,00:15:45
준우,"형님, 그거",00:15:46,00:15:46,00:15:46
준우,어떻게 해도 아프실 거니까 좀 참으시고요,00:15:47,00:15:47,00:15:47
설명,[의미심장한 음악],00:15:49,00:15:49,00:15:49
준우,최 변호사,00:15:54,00:15:54,00:15:54
준우,당장 가서 빈센조 죽여 버리세요,00:15:56,00:15:56,00:15:56
준우,100명이든 200명이든!,00:15:59,00:15:59,00:15:59
준우,동원해서 죽여 버리라고,00:16:01,00:16:01,00:16:01
준우,돈은 얼마든지 들어도 좋으니까,00:16:03,00:16:03,00:16:03
준우,응?,00:16:05,00:16:05,00:16:05
준우,고정하십시오,00:16:07,00:16:07,00:16:07
준우,상처 치료가 먼저입니다,00:16:08,00:16:08,00:16:08
준우,필요 없다니까!,00:16:09,00:16:09,00:16:09
설명,[준우가 카트를 발로 퍽 찬다],00:16:11,00:16:11,00:16:11
명희,말씀 안 하셔도 빈센조는 제가 꼭 죽일 겁니다,00:16:13,00:16:13,00:16:13
설명,[의미심장한 음악],00:16:17,00:16:17,00:16:17
명희,지금은 바벨을 먼저 생각하실 때입니다,00:16:19,00:16:19,00:16:19
준우,대신,00:16:32,00:16:32,00:16:32
준우,그냥 죽이지 말고,00:16:34,00:16:34,00:16:34
준우,우리도 똑같이 고통스럽게 죽이자고요,00:16:36,00:16:36,00:16:36
준우,물론입니다,00:16:41,00:16:41,00:16:41
설명,[의미심장한 음악],00:16:51,00:16:51,00:16:51
설명,[어두운 효과음],00:16:54,00:16:54,00:16:54
설명,[총성],00:16:57,00:16:57,00:16:57
설명,[총성],00:17:03,00:17:03,00:17:03
설명,[빈센조가 라이터를 달칵거린다],00:17:08,00:17:08,00:17:08
설명,[어두운 효과음],00:17:14,00:17:14,00:17:14
빈센조 양모,주형,00:17:18,00:17:18,00:17:18
경자,주형아,00:17:21,00:17:21,00:17:21
설명,[잔잔한 음악],00:17:22,00:17:22,00:17:22
설명,[잔잔한 음악이 뚝 끊긴다],00:17:46,00:17:46,00:17:46
설명,[쓸쓸한 음악],00:17:53,00:17:53,00:17:53
설명,[비둘기 울음],00:18:22,00:18:22,00:18:22
설명,[비둘기 울음],00:18:31,00:18:31,00:18:31
설명,[가방을 달칵 연다],00:18:52,00:18:52,00:18:52
설명,[차분한 음악],00:18:56,00:18:56,00:18:56
설명,[가방을 탁 닫는다],00:19:00,00:19:00,00:19:00
경자,그냥 간단하게 끝내시는 게 어떻겠습니까?,00:19:01,00:19:01,00:19:01
경자,장한석 회장과 최명희만요,00:19:03,00:19:03,00:19:03
경자,난 복수를 하려는 게 아니라 체스 게임을 시작한 거예요,00:19:05,00:19:05,00:19:05
설명,[빈센조가 총을 철컥거린다],00:19:08,00:19:08,00:19:08
경자,[총을 탁 내려놓으며] 오늘 폰부터 한 칸 옮기려고요,00:19:09,00:19:09,00:19:09
조 사장,알겠습니다,00:19:13,00:19:13,00:19:13
조 사장,준비는 거의 완료됐습니다,00:19:14,00:19:14,00:19:14
설명,[의미심장한 음악],00:19:16,00:19:16,00:19:16
설명,[한숨],00:19:25,00:19:25,00:19:25
조 사장,"""영업 종료""",00:19:44,00:19:44,00:19:44
희수,변호사님,00:20:15,00:20:15,00:20:15
설명,[잔잔한 음악],00:20:32,00:20:32,00:20:32
희수,"쯧, 우리들",00:20:47,00:20:47,00:20:47
희수,당분간 장사 접었어,00:20:50,00:20:50,00:20:50
래리 강,바벨 박살 내는 거 본격적으로 도우려고요,00:20:53,00:20:53,00:20:53
래리 강,이제 진짜 한 팀으로요,00:20:56,00:20:56,00:20:56
토토,저 사실,00:21:00,00:21:00,00:21:00
토토,한 번 성깔 부리면 다들 겁냅니다,00:21:02,00:21:02,00:21:02
토토,저도 힘 보태겠습니다,00:21:05,00:21:05,00:21:05
철욱,우리 전체의 결심이니까,00:21:06,00:21:06,00:21:06
철욱,그렇게 알아주세요,00:21:10,00:21:10,00:21:10
철욱,언제든 대기 중이니까,00:21:11,00:21:11,00:21:11
철욱,필요한 거 있으면 꼭 말씀하세요,00:21:13,00:21:13,00:21:13
철욱,저 아직 임신 초반이라 몸 가벼워요,00:21:15,00:21:15,00:21:15
철욱,도울 수 있어요 [연진의 웃음],00:21:19,00:21:19,00:21:19
석도,나 현장 인력 출신인 거 알잖아,00:21:21,00:21:21,00:21:21
석도,언제든지 갖다 써먹어,00:21:22,00:21:22,00:21:22
희수,그동안,00:21:26,00:21:26,00:21:26
희수,우리가 약자인 줄 알았는데,00:21:28,00:21:28,00:21:28
희수,약자가 아니라,00:21:32,00:21:32,00:21:32
희수,강해지지 않으려는 사람들이었어요,00:21:34,00:21:34,00:21:34
희수,이제 좀 빡세게 나가 보려니까,00:21:39,00:21:39,00:21:39
희수,같이 싸우게 해 줘요,00:21:46,00:21:46,00:21:46
기석,변호사님,00:21:49,00:21:49,00:21:49
기석,저희 다,00:21:51,00:21:51,00:21:51
기석,까사노 패밀리입니다,00:21:53,00:21:53,00:21:53
설명,[차분한 음악],00:22:00,00:22:00,00:22:00
철욱,빈센조 까사노!,00:22:35,00:22:35,00:22:35
철욱,빈센조 까사노!,00:22:40,00:22:40,00:22:40
설명,[노크 소리가 들린다],00:22:50,00:22:50,00:22:50
설명,[문이 달칵 열린다],00:22:53,00:22:53,00:22:53
한서,"형님, 오늘은 그냥 쉬시죠",00:22:55,00:22:55,00:22:55
한서,저희가 마무리하겠습니다,00:22:56,00:22:56,00:22:56
한서,오늘 마지막 먹이 주는 날인데 내가 있어야지,00:22:58,00:22:58,00:22:58
설명,[문소리가 들린다],00:23:10,00:23:10,00:23:10
명희,[승혁의 옅은 신음] 상천구 지역 인사들뿐입니다,00:23:11,00:23:11,00:23:11
명희,굳이 안 가셔도 됩니다,00:23:14,00:23:14,00:23:14
승혁,"네, 그, 서약서도 저희가 깔끔하게 처리하겠습니다",00:23:15,00:23:15,00:23:15
승혁,왜 이렇게 말들이 많아,00:23:19,00:23:19,00:23:19
승혁,"간다잖아, 내가",00:23:20,00:23:20,00:23:20
승혁,"그러니까, 가실 거라 그랬잖아요, 제가 [휴대전화 진동음]",00:23:23,00:23:23,00:23:23
승혁,"""빈센조""",00:23:29,00:23:29,00:23:29
승혁,어머니 장례는 잘 치렀어?,00:23:32,00:23:32,00:23:32
한서,"빈센조, 빈센조, 빈센조 빈센조, 빈센조",00:23:34,00:23:34,00:23:34
설명,[의미심장한 음악],00:23:36,00:23:36,00:23:36
한서,덕분에,00:23:37,00:23:37,00:23:37
한서,청력에는 문제없고?,00:23:39,00:23:39,00:23:39
한서,어,00:23:40,00:23:40,00:23:40
한서,네가 잘 쏴 준 덕분에,00:23:42,00:23:42,00:23:42
한서,근데,00:23:45,00:23:45,00:23:45
한서,오늘 나 죽는 날인가?,00:23:47,00:23:47,00:23:47
한서,죽음 전에 내가 뭘 준다 그랬더라?,00:23:51,00:23:51,00:23:51
준우,기억이 잘 안 나는데,00:23:54,00:23:54,00:23:54
설명,[헛웃음],00:23:55,00:23:55,00:23:55
준우,귀를 쐈는데 뇌를 다친 모양이네,00:23:58,00:23:58,00:23:58
빈센조,죽음보다 더한 수치심,00:24:01,00:24:01,00:24:01
빈센조,이걸 주기 위해 난 오늘부터 너랑 체스를 둘 거야,00:24:04,00:24:04,00:24:04
설명,[체스 말을 탁 집는다],00:24:09,00:24:09,00:24:09
빈센조,그리고 네 말들을 하나씩 없애 버릴 거고,00:24:10,00:24:10,00:24:10
빈센조,너 혼자만 덩그러니 남은 체스판,00:24:14,00:24:14,00:24:14
설명,[헛웃음],00:24:18,00:24:18,00:24:18
빈센조,상상만 해도 창피하고 무섭지 않아?,00:24:20,00:24:20,00:24:20
준우,아니,00:24:22,00:24:22,00:24:22
준우,체스만큼은 나도 질 생각이 없거든,00:24:24,00:24:24,00:24:24
준우,유감스럽게도 너의 패배는 이미 시작됐어,00:24:26,00:24:26,00:24:26
설명,[의미심장한 효과음],00:24:30,00:24:30,00:24:30
설명,[의미심장한 음악],00:24:33,00:24:33,00:24:33
준우,[이탈리아어] 패배는,00:24:35,00:24:35,00:24:35
준우,두려움과 함께 시작된다,00:24:38,00:24:38,00:24:38
설명,[통화 종료음],00:24:40,00:24:40,00:24:40
설명,[헛웃음],00:24:43,00:24:43,00:24:43
한서,"[한국어] 형님, 빈센조, 빈센조",00:24:44,00:24:44,00:24:44
한서,빈센조가 뭐라 그럽니까?,00:24:45,00:24:45,00:24:45
한서,빨리 미니어처나 옮겨,00:24:47,00:24:47,00:24:47
한서,예,00:24:51,00:24:51,00:24:51
설명,[명희가 숨을 들이켠다],00:24:54,00:24:54,00:24:54
한서,"싱겁게 그냥 전화했을 리가 없는데, 어?",00:24:56,00:24:56,00:24:56
한서,"그러니까, 이거",00:24:59,00:24:59,00:24:59
한서,또 이거 무슨 일 생기는 거 아니에요?,00:25:01,00:25:01,00:25:01
승혁,"어유, 퉤퉤, 어, 아니지, 퉤퉤",00:25:04,00:25:04,00:25:04
승혁,"뭐, 뭐, 뭐, 맨날 뭐, 무슨 일 있겠어, 뭐?",00:25:05,00:25:05,00:25:05
승혁,"퉤, 응 [한서의 못마땅한 신음]",00:25:07,00:25:07,00:25:07
승혁,아,00:25:09,00:25:09,00:25:09
승혁,"[멋쩍게 웃으며] 아, 이 귀한 거에",00:25:10,00:25:10,00:25:10
한서,"아, 최 변, 같이 좀 옮기…",00:25:13,00:25:13,00:25:13
설명,[한서의 못마땅한 신음],00:25:14,00:25:14,00:25:14
설명,[승혁의 멋쩍은 웃음],00:25:17,00:25:17,00:25:17
승혁,"이걸 어떻게 들어, 이걸?",00:25:18,00:25:18,00:25:18
한서,"이걸 밀어야지, 왜 들어 [승혁의 탄성]",00:25:19,00:25:19,00:25:19
한서,"코드 빼고, 코드 빼고",00:25:21,00:25:21,00:25:21
승혁,"아, 코드 빼, 코드, 코드",00:25:21,00:25:21,00:25:21
설명,[흥미로운 음악],00:25:28,00:25:28,00:25:28
설명,[석도가 사탕을 부스럭거린다],00:25:36,00:25:36,00:25:36
설명,[철욱의 한숨],00:25:46,00:25:46,00:25:46
석도,씨,00:25:48,00:25:48,00:25:48
설명,[철욱이 사탕을 부스럭거린다],00:25:55,00:25:55,00:25:55
토토,"쯧, 하긴 우리가 도움이 돼 봤자 얼마나 되겠어요",00:26:02,00:26:02,00:26:02
토토,도움은 못 돼도,00:26:06,00:26:06,00:26:06
토토,우리 진심만 전했으면 됐어,00:26:08,00:26:08,00:26:08
토토,뭐 딴거라도 도울 거 있나,00:26:10,00:26:10,00:26:10
토토,연구들 해 보자고,00:26:13,00:26:13,00:26:13
기석,무슨 일 있어요?,00:26:18,00:26:18,00:26:18
홍식,신용 카드를 흔들고 그려?,00:26:22,00:26:22,00:26:22
홍식,패밀리의 복지를 위해서 빈센조 변호사님이 주셨습니다,00:26:24,00:26:24,00:26:24
홍식,패밀리요?,00:26:28,00:26:28,00:26:28
홍식,모두 저 따라서 백화점 가시죠,00:26:30,00:26:30,00:26:30
홍식,백화점은 왜요?,00:26:32,00:26:32,00:26:32
주성,까사노 패밀리 단체복 사러요,00:26:35,00:26:35,00:26:35
설명,[경쾌한 음악],00:26:38,00:26:38,00:26:38
설명,[헛웃음],00:27:31,00:27:31,00:27:31
차영,바벨타워 인허가 과정 정말 또 봐도 엉망이에요,00:27:35,00:27:35,00:27:35
설명,[빈센조가 살짝 웃는다],00:27:39,00:27:39,00:27:39
빈센조,엉망 정도가 아니라,00:27:40,00:27:40,00:27:40
빈센조,"이건 뭐, 거의 낙서에 가깝죠",00:27:43,00:27:43,00:27:43
빈센조,응? [차영의 부정하는 신음],00:27:45,00:27:45,00:27:45
설명,[빈센조의 헛웃음],00:27:46,00:27:46,00:27:46
빈센조,사무장님 기요틴 파일 분석 끝나면,00:27:48,00:27:48,00:27:48
빈센조,더 엉망인 것들이 나올 것 같아요,00:27:51,00:27:51,00:27:51
빈센조,이왕 바벨타워 무너뜨리는 거,00:27:53,00:27:53,00:27:53
빈센조,"더 많은 쓰레기들을 그 안에 매장시키면 좋죠, 뭐",00:27:55,00:27:55,00:27:55
설명,[의미심장한 음악],00:27:58,00:27:58,00:27:58
설명,[음미하는 신음],00:28:01,00:28:01,00:28:01
설명,[차 문이 탁탁 닫힌다],00:28:13,00:28:13,00:28:13
한서,"아이고, 안녕하십니까, 예",00:28:41,00:28:41,00:28:41
한서,예,00:28:42,00:28:42,00:28:42
내빈1,"아유, 부회장님",00:28:44,00:28:44,00:28:44
한서,"아유, 이사님, 예",00:28:44,00:28:44,00:28:44
설명,[흥미로운 음악],00:28:46,00:28:46,00:28:46
남자1,수행원들은 아래층 대기실에서 대기하시면 됩니다,00:28:51,00:28:51,00:28:51
수행원1,뭡니까?,00:28:54,00:28:54,00:28:54
남자2,내부는 VIP들로만 행사가 진행됩니다,00:28:55,00:28:55,00:28:55
수행원2,"아이, 그런 말 들은 적이 없는데",00:28:56,00:28:56,00:28:56
수행원1,"에이, 진짜",00:28:58,00:28:58,00:28:58
수행원2,"아니, 그게 무슨 말이야",00:28:58,00:28:58,00:28:58
수행원2,"일단, 일단, 일단 갑시다",00:29:01,00:29:01,00:29:01
남자1,좀 비켜 주세요,00:29:03,00:29:03,00:29:03
남자2,비켜 주세요,00:29:03,00:29:03,00:29:03
설명,[사람들이 소란스럽다],00:29:12,00:29:12,00:29:12
설명,[무전기 작동음],00:29:24,00:29:24,00:29:24
빈센조,모두 흥분하지 말고 자리들 지켜요,00:29:25,00:29:25,00:29:25
빈센조,인원 통제 철저히 하고요,00:29:26,00:29:26,00:29:26
설명,[무전기 작동음],00:29:28,00:29:28,00:29:28
기석,"예, 콘실리에리",00:29:29,00:29:29,00:29:29
설명,[엘리베이터 도착음],00:29:31,00:29:31,00:29:31
석도,"아, 일반인은 못 들어가시는데",00:29:34,00:29:34,00:29:34
석도,"안 됩니다, 내려가세요",00:29:35,00:29:35,00:29:35
홍식,죄송합니다,00:29:35,00:29:35,00:29:35
설명,[한서의 헛기침],00:29:43,00:29:43,00:29:43
홍식,자,00:29:47,00:29:47,00:29:47
한서,"안녕하십니까, 상천구 내빈 여러분",00:29:48,00:29:48,00:29:48
한서,그동안 오래 기다리셨습니다,00:29:50,00:29:50,00:29:50
한서,저는 오늘 행사의 진행을 맡은,00:29:54,00:29:54,00:29:54
한서,바벨그룹의 재간둥이 살림꾼,00:29:56,00:29:56,00:29:56
한서,장한서 부회장입니다,00:29:59,00:29:59,00:29:59
설명,[사람들의 환호성],00:30:01,00:30:01,00:30:01
한서,"네, 드디어 오늘",00:30:04,00:30:04,00:30:04
한서,여러분들께 약속드렸던 선물을 드리고자 합니다,00:30:07,00:30:07,00:30:07
한서,바로,00:30:12,00:30:12,00:30:12
한서,"바벨타워 분양권입니다, 여러분! [희망찬 음악이 흘러나온다]",00:30:16,00:30:16,00:30:16
설명,[한서의 환호성],00:30:18,00:30:18,00:30:18
한서,예!,00:30:21,00:30:21,00:30:21
설명,[사람들의 박수],00:30:22,00:30:22,00:30:22
한서,"예, 예",00:30:24,00:30:24,00:30:24
한서,"자, 그럼 회장님",00:30:26,00:30:26,00:30:26
준우,장한석입니다,00:30:35,00:30:35,00:30:35
준우,바벨타워가 결정되기까지,00:30:37,00:30:37,00:30:37
준우,여기 계신 구청장님,00:30:39,00:30:39,00:30:39
준우,경찰서장님,00:30:44,00:30:44,00:30:44
경찰서장,"아, 예",00:30:45,00:30:45,00:30:45
설명,[경찰서장의 웃음],00:30:46,00:30:46,00:30:46
준우,김 의원님,00:30:47,00:30:47,00:30:47
김 의원,김욱현입니다,00:30:49,00:30:49,00:30:49
설명,[김 의원의 헛기침],00:30:50,00:30:50,00:30:50
준우,그 외 상천구 VIP 여러분의 도움이 절대적이었습니다,00:30:52,00:30:52,00:30:52
준우,당연히 저희 바벨이 그 은혜를 갚아야겠죠?,00:30:56,00:30:56,00:30:56
승혁,"저기, 근데 맨날 까먹고 안 물어봤는데 [준우가 계속 말한다]",00:31:00,00:31:00,00:31:00
승혁,바벨타워에 우리 몫도 있겠죠?,00:31:02,00:31:02,00:31:02
승혁,시끄럽다,00:31:04,00:31:04,00:31:04
준우,축하드립니다,00:31:05,00:31:05,00:31:05
한서,"자, 그럼 행사를 시작하겠습니다",00:31:07,00:31:07,00:31:07
한서,여러분!,00:31:10,00:31:10,00:31:10
설명,[사람들의 환호성],00:31:11,00:31:11,00:31:11
설명,[의미심장한 음악],00:31:16,00:31:16,00:31:16
한서,바벨타워 A동 92층입니다,00:31:40,00:31:40,00:31:40
설명,[북소리가 흘러나온다],00:31:44,00:31:44,00:31:44
한서,당첨자는,00:31:45,00:31:45,00:31:45
한서,"축하드립니다, 김욱현 의원님",00:31:48,00:31:48,00:31:48
김 의원,"[희망찬 음악이 흘러나온다] 아! 내가 됐어요, 내가!",00:31:49,00:31:49,00:31:49
설명,[영상 속 김 의원의 웃음],00:31:52,00:31:52,00:31:52
영상 속 김 의원,"내가 됐어, 어!",00:31:53,00:31:53,00:31:53
영상 속 한서,"아유, 너무 좋아하시네 [영상 속 사람들의 박수]",00:31:55,00:31:55,00:31:55
차영,근데 이 양반들 정말 [영상 소리가 계속 흘러나온다],00:31:57,00:31:57,00:31:57
차영,한 치의 창피함도 없네요,00:31:59,00:31:59,00:31:59
차영,어쩜 저럴까?,00:32:01,00:32:01,00:32:01
영상 속 한서,[흥미로운 음악] 펜트하우스입니다,00:32:02,00:32:02,00:32:02
영상 속 한서,인간은 탐욕을 못 이겨요,00:32:05,00:32:05,00:32:05
영상 속 한서,탐욕을 이기는 건,00:32:07,00:32:07,00:32:07
영상 속 한서,더 큰 탐욕뿐이죠,00:32:09,00:32:09,00:32:09
영상 속 한서,모든 조망이 아주 완벽한 그런 집이…,00:32:11,00:32:11,00:32:11
영상 속 한서,"네, 우리 구청장님",00:32:13,00:32:13,00:32:13
구청장,"어, 건축세 감면",00:32:15,00:32:15,00:32:15
구청장,"건축세 감면, 이야",00:32:17,00:32:17,00:32:17
구청장,서장님,00:32:19,00:32:19,00:32:19
경찰서장,"철거 시, 어…",00:32:20,00:32:20,00:32:20
경찰서장,경찰 병력 지원!,00:32:22,00:32:22,00:32:22
한서,철거 시 경찰 병력 지원,00:32:23,00:32:23,00:32:23
한서,"이거 셉니다, 여러분, 이거 세요",00:32:24,00:32:24,00:32:24
한서,"또 없나요, 또?",00:32:26,00:32:26,00:32:26
한서,구청장님,00:32:27,00:32:27,00:32:27
